1,14,0.819268937,0.392242273,0.074197841,0.767440707,0.750524875,0.889060774,0.135629928,0.69193608,0.242671299,0.925031762,0.70405179,0.598796998,0.68253892,0.360775195,0.720495738,0.272181657,0.1060966,0.04457921,0.775712001,0.586276365
2,15,0.459465257,0.100879655,0.817050777,0.890149599,0.908048649,0.247991807,0.760119004,0.309317007,0.468693571,0.058693519,0.71194149,0.489603442,0.988909629,0.460058112,0.216512335,0.993119768,0.556837483,0.105391779,0.498461542,0.385053743
3,4,0.582367868,0.362571516,0.325229293,0.461976302,0.093169282,0.700952826,0.685209949,0.913650747,0.171617621,0.189867179,0.578537402,0.580273176,0.174236925,0.872168156,0.699592208,0.946986353,0.768871832,0.42672175,0.159652852,0.751200534
4,9,0.335672848,0.429024328,0.922798896,0.590856454,0.868651046,0.951708982,0.202067473,0.793333468,0.084624449,0.102416507,0.558730372,0.166555699,0.874984086,0.712615028,0.503407058,0.574178101,0.913951815,0.364420263,0.757600857,0.573352973
5,1,0.890956573,0.602995268,0.276553267,0.728834198,0.618494891,0.335184068,0.230430734,0.718918964,0.686236896,0.084118113,0.475483175,0.251651951,0.447089288,0.15703418,0.879999636,0.061353908,0.492936912,0.452293786,0.410337248,0.846335943
6,14,0.187996538,0.900221235,0.438937166,0.961014763,0.609160671,0.199544596,0.499724501,0.18915185,0.239443549,0.160233656,0.85157263,0.173735892,0.269762579,0.425920298,0.844421358,0.92364373,0.642070422,0.482726123,0.782734225,0.580864848
7,10,0.689887291,0.563101427,0.539228369,0.957627383,0.178313328,0.765160698,0.173009166,0.679844686,0.226488319,0.752088022,0.972837806,0.188427019,0.817915038,0.062587118,0.005037511,0.99791088,0.111447433,0.289923945,0.169996545,0.902376863
8,13,0.2084595,0.531101252,0.044035235,0.065257929,0.662031796,0.596942752,0.044656382,0.247251442,0.895558393,0.516591483,0.691138698,0.526764353,0.245419136,0.374247453,0.365318194,0.339506423,0.047042206,0.779258608,0.01995214,0.304951263
9,9,0.160085544,0.620422492,0.887624027,0.96184403,0.37123769,0.450162973,0.472197838,0.301465805,0.780295741,0.525651574,0.556177015,0.700601739,0.883825093,0.367463321,0.509029174,0.532509166,0.483986043,0.303371063,0.10944914,0.888334036
10,9,0.4891984,0.60681329,0.256984416,0.155648405,0.148783774,0.129052744,0.994756598,0.792922455,0.907971093,0.847363272,0.76326449,0.877045386,0.585730324,0.803268493,0.208002037,0.741964218,0.458764556,0.549005576,0.179288987,0.006879084
11,4,0.724129858,0.745191532,0.168907103,0.104034512,0.016504504,0.300073341,0.849201846,0.784938054,0.197917873,0.035630962,0.388107195,0.718944024,0.606821862,0.922597004,0.446926001,0.014282194,0.841832674,0.761023282,0.652109032,0.566860398
12,9,0.119789922,0.679237267,0.063570752,0.017319435,0.760477966,0.634250983,0.37722445,0.287919744,0.731719972,0.882104938,0.807531696,0.271600448,0.874325037,0.212422537,0.534961449,0.721988962,0.073614677,0.394077064,0.729920732,0.283837717
13,2,0.116755667,0.822617204,0.751802768,0.84716496,0.046981208,0.356169379,0.895599176,0.648427892,0.014932882,0.401273008,0.626716055,0.22312731,0.697239362,0.980967919,0.526368274,0.833412363,0.532403672,0.910164367,0.873403601,0.676360497
14,1,0.168296329,0.114980782,0.007186757,0.951346529,0.393105303,0.997386134,0.771710172,0.392928642,0.726053835,0.648300409,0.42782159,0.193607366,0.388918961,0.375780683,0.606911473,0.646604647,0.981172871,0.484429232,0.365513765,0.843983866
15,8,0.821893907,0.378035333,0.782754378,0.539303472,0.832734206,0.95026881,0.731047067,0.1766573,0.500754092,0.463744316,0.293253575,0.998154971,0.704930867,0.260629772,0.186226014,0.538435086,0.018725989,0.815202145,0.452458493,0.813365173
16,9,0.982425033,0.798666705,0.483235395,0.852397359,0.088725283,0.869260492,0.100347388,0.844757721,0.816311797,0.424175314,0.279647608,0.021035038,0.362448402,0.563518512,0.528257576,0.89730332,0.504744517,0.383559636,0.045214688,0.344799934
